"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","INDPROD","TOT","IDX2015","Q","2007-Q3",92.74106,
"HUN","INDPROD","TOT","IDX2015","Q","2007-Q4",94.20785,
"HUN","INDPROD","TOT","IDX2015","Q","2008-Q1",95.34128,
"HUN","INDPROD","TOT","IDX2015","Q","2008-Q2",93.54113,
"HUN","INDPROD","TOT","IDX2015","Q","2008-Q3",90.77423,
"HUN","INDPROD","TOT","IDX2015","Q","2008-Q4",82.50687,
"HUN","INDPROD","TOT","IDX2015","Q","2009-Q1",73.70614,
"HUN","INDPROD","TOT","IDX2015","Q","2009-Q2",72.8394,
"HUN","INDPROD","TOT","IDX2015","Q","2009-Q3",74.43954,
"HUN","INDPROD","TOT","IDX2015","Q","2009-Q4",76.67306,
"HUN","INDPROD","TOT","IDX2015","Q","2010-Q1",78.03983,
"HUN","INDPROD","TOT","IDX2015","Q","2010-Q2",82.07351,
"HUN","INDPROD","TOT","IDX2015","Q","2010-Q3",84.07367,
"HUN","INDPROD","TOT","IDX2015","Q","2010-Q4",84.44037,
"HUN","INDPROD","TOT","IDX2015","Q","2011-Q1",87.47395,
"HUN","INDPROD","TOT","IDX2015","Q","2011-Q2",85.30711,
"HUN","INDPROD","TOT","IDX2015","Q","2011-Q3",86.17385,
"HUN","INDPROD","TOT","IDX2015","Q","2011-Q4",88.17401,
"HUN","INDPROD","TOT","IDX2015","Q","2012-Q1",86.27386,
"HUN","INDPROD","TOT","IDX2015","Q","2012-Q2",85.30711,
"HUN","INDPROD","TOT","IDX2015","Q","2012-Q3",86.54054,
"HUN","INDPROD","TOT","IDX2015","Q","2012-Q4",84.80707,
"HUN","INDPROD","TOT","IDX2015","Q","2013-Q1",84.80707,
"HUN","INDPROD","TOT","IDX2015","Q","2013-Q2",85.14043,
"HUN","INDPROD","TOT","IDX2015","Q","2013-Q3",88.30736,
"HUN","INDPROD","TOT","IDX2015","Q","2013-Q4",89.20744,
"HUN","INDPROD","TOT","IDX2015","Q","2014-Q1",91.14093,
"HUN","INDPROD","TOT","IDX2015","Q","2014-Q2",93.67448,
"HUN","INDPROD","TOT","IDX2015","Q","2014-Q3",94.34119,
"HUN","INDPROD","TOT","IDX2015","Q","2014-Q4",93.54113,
"HUN","INDPROD","TOT","IDX2015","Q","2015-Q1",97.70815,
"HUN","INDPROD","TOT","IDX2015","Q","2015-Q2",99.14159,
"HUN","INDPROD","TOT","IDX2015","Q","2015-Q3",100.2084,
"HUN","INDPROD","TOT","IDX2015","Q","2015-Q4",101.5751,
"HUN","INDPROD","TOT","IDX2015","Q","2016-Q1",98.17485,
"HUN","INDPROD","TOT","IDX2015","Q","2016-Q2",101.3751,
"HUN","INDPROD","TOT","IDX2015","Q","2016-Q3",100.7417,
"HUN","INDPROD","TOT","IDX2015","Q","2016-Q4",101.6751,
"HUN","INDPROD","TOT","IDX2015","Q","2017-Q1",103.5753,
"HUN","INDPROD","TOT","IDX2015","Q","2017-Q2",106.5089,
"HUN","INDPROD","TOT","IDX2015","Q","2017-Q3",105.3088,
"HUN","INDPROD","TOT","IDX2015","Q","2017-Q4",107.5423,
"HUN","INDPROD","TOT","IDX2015","Q","2018-Q1",108.1423,
"HUN","INDPROD","TOT","IDX2015","Q","2018-Q2",109.9425,
"HUN","INDPROD","TOT","IDX2015","Q","2018-Q3",109.0424,
"HUN","INDPROD","TOT","IDX2015","Q","2018-Q4",112.5094,
"HUN","INDPROD","TOT","IDX2015","Q","2019-Q1",114.7762,
"HUN","INDPROD","TOT","IDX2015","Q","2019-Q2",116.4097,
"HUN","INDPROD","TOT","IDX2015","Q","2019-Q3",116.8431,
"HUN","INDPROD","TOT","IDX2015","Q","2019-Q4",115.3763,
"HUN","INDPROD","TOT","IDX2015","Q","2020-Q1",112.5427,
"HUN","INDPROD","TOT","IDX2015","Q","2020-Q2",86.97392,
"HUN","INDPROD","TOT","IDX2015","Q","2020-Q3",113.7095,
"HUN","INDPROD","TOT","IDX2015","Q","2020-Q4",118.1432,
"HUN","INDPROD","TOT","IDX2015","Q","2021-Q1",118.1098,
"HUN","INDPROD","TOT","IDX2015","Q","2021-Q2",119.1099,
"HUN","INDPROD","TOT","IDX2015","Q","2021-Q3",116.6431,
"HUN","INDPROD","TOT","IDX2015","Q","2021-Q4",119.9767,
"HUN","INDPROD","TOT","IDX2015","Q","2022-Q1",124.4437,
"HUN","INDPROD","TOT","IDX2015","Q","2022-Q2",124.377,
"HUN","INDPROD","TOT","IDX2015","Q","2022-Q3",127.2106,
"ISL","INDPROD","TOT","IDX2015","Q","1998-Q1",25.75832,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1998-Q2",27.03969,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1998-Q3",27.537,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1998-Q4",26.62269,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1999-Q1",26.83713,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1999-Q2",28.07793,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1999-Q3",27.09727,"E"
"ISL","INDPROD","TOT","IDX2015","Q","1999-Q4",28.91496,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2000-Q1",28.48498,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2000-Q2",28.98026,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2000-Q3",29.7937,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2000-Q4",30.39626,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2001-Q1",32.07887,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2001-Q2",33.36266,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2001-Q3",37.10784,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2001-Q4",36.32085,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2002-Q1",38.16257,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2002-Q2",35.8076,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2002-Q3",35.5731,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2002-Q4",36.06681,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2003-Q1",35.62378,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2003-Q2",34.55793,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2003-Q3",34.97616,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2003-Q4",35.55138,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2004-Q1",36.88331,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2004-Q2",38.97362,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2004-Q3",37.82174,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2004-Q4",39.48358,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2005-Q1",39.47255,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2005-Q2",40.63128,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2005-Q3",43.03804,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2005-Q4",48.77684,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2006-Q1",45.32859,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2006-Q2",50.93047,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2006-Q3",55.60537,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2006-Q4",49.0443,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2007-Q1",53.0617,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2007-Q2",51.38056,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2007-Q3",49.61151,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2007-Q4",48.99525,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2008-Q1",58.7508,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2008-Q2",66.47404,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2008-Q3",71.69743,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2008-Q4",76.96214,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2009-Q1",65.48058,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2009-Q2",66.75244,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2009-Q3",74.99412,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2009-Q4",77.34141,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2010-Q1",80.22163,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2010-Q2",82.79219,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2010-Q3",77.60329,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2010-Q4",81.11846,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2011-Q1",85.42173,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2011-Q2",90.6455,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2011-Q3",93.20149,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2011-Q4",91.09035,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2012-Q1",97.45866,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2012-Q2",98.3752,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2012-Q3",92.24379,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2012-Q4",89.04352,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2013-Q1",95.15873,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2013-Q2",88.2039,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2013-Q3",88.76134,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2013-Q4",89.8169,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2014-Q1",86.63377,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2014-Q2",85.09175,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2014-Q3",93.28438,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2014-Q4",99.74611,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2015-Q1",101.4163,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2015-Q2",105.9787,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2015-Q3",96.73893,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2015-Q4",95.86605,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2016-Q1",91.40551,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2016-Q2",89.61047,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2016-Q3",94.56913,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2016-Q4",88.41385,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2017-Q1",86.85648,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2017-Q2",86.73511,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2017-Q3",95.7739,"E"
"ISL","INDPROD","TOT","IDX2015","Q","2017-Q4",97.41663,"E"
"IRL","INDPROD","TOT","IDX2015","Q","1975-Q3",5.656982,
"IRL","INDPROD","TOT","IDX2015","Q","1975-Q4",5.805581,
"IRL","INDPROD","TOT","IDX2015","Q","1976-Q1",5.954179,
"IRL","INDPROD","TOT","IDX2015","Q","1976-Q2",6.05666,
"IRL","INDPROD","TOT","IDX2015","Q","1976-Q3",6.425594,
"IRL","INDPROD","TOT","IDX2015","Q","1976-Q4",6.361543,
"IRL","INDPROD","TOT","IDX2015","Q","1977-Q1",6.430718,
"IRL","INDPROD","TOT","IDX2015","Q","1977-Q2",6.610061,
"IRL","INDPROD","TOT","IDX2015","Q","1977-Q3",6.725353,
"IRL","INDPROD","TOT","IDX2015","Q","1977-Q4",7.025112,
"IRL","INDPROD","TOT","IDX2015","Q","1978-Q1",7.068666,
"IRL","INDPROD","TOT","IDX2015","Q","1978-Q2",7.1609,
"IRL","INDPROD","TOT","IDX2015","Q","1978-Q3",7.222389,
"IRL","INDPROD","TOT","IDX2015","Q","1978-Q4",7.506775,
"IRL","INDPROD","TOT","IDX2015","Q","1979-Q1",7.609256,
"IRL","INDPROD","TOT","IDX2015","Q","1979-Q2",7.716863,
"IRL","INDPROD","TOT","IDX2015","Q","1979-Q3",7.893643,
"IRL","INDPROD","TOT","IDX2015","Q","1979-Q4",7.924387,
"IRL","INDPROD","TOT","IDX2015","Q","1980-Q1",7.720934,
"IRL","INDPROD","TOT","IDX2015","Q","1980-Q2",7.735926,
"IRL","INDPROD","TOT","IDX2015","Q","1980-Q3",7.496053,
"IRL","INDPROD","TOT","IDX2015","Q","1980-Q4",7.421092,
"IRL","INDPROD","TOT","IDX2015","Q","1981-Q1",7.773407,
"IRL","INDPROD","TOT","IDX2015","Q","1981-Q2",7.968304,
"IRL","INDPROD","TOT","IDX2015","Q","1981-Q3",8.245658,
"IRL","INDPROD","TOT","IDX2015","Q","1981-Q4",8.043264,
"IRL","INDPROD","TOT","IDX2015","Q","1982-Q1",7.855863,
"IRL","INDPROD","TOT","IDX2015","Q","1982-Q2",7.923327,
"IRL","INDPROD","TOT","IDX2015","Q","1982-Q3",7.9758,
"IRL","INDPROD","TOT","IDX2015","Q","1982-Q4",8.020776,
"IRL","INDPROD","TOT","IDX2015","Q","1983-Q1",8.538004,
"IRL","INDPROD","TOT","IDX2015","Q","1983-Q2",8.245658,
"IRL","INDPROD","TOT","IDX2015","Q","1983-Q3",8.702917,
"IRL","INDPROD","TOT","IDX2015","Q","1983-Q4",8.83035,
"IRL","INDPROD","TOT","IDX2015","Q","1984-Q1",8.957783,
"IRL","INDPROD","TOT","IDX2015","Q","1984-Q2",9.519987,
"IRL","INDPROD","TOT","IDX2015","Q","1984-Q3",9.40005,
"IRL","INDPROD","TOT","IDX2015","Q","1984-Q4",9.774853,
"IRL","INDPROD","TOT","IDX2015","Q","1985-Q1",9.947262,
"IRL","INDPROD","TOT","IDX2015","Q","1985-Q2",9.677403,
"IRL","INDPROD","TOT","IDX2015","Q","1985-Q3",9.534979,
"IRL","INDPROD","TOT","IDX2015","Q","1985-Q4",9.767357,
"IRL","INDPROD","TOT","IDX2015","Q","1986-Q1",9.924773,
"IRL","INDPROD","TOT","IDX2015","Q","1986-Q2",9.804837,
"IRL","INDPROD","TOT","IDX2015","Q","1986-Q3",9.93227,
"IRL","INDPROD","TOT","IDX2015","Q","1986-Q4",10.12717,
"IRL","INDPROD","TOT","IDX2015","Q","1987-Q1",10.02972,
"IRL","INDPROD","TOT","IDX2015","Q","1987-Q2",10.90676,
"IRL","INDPROD","TOT","IDX2015","Q","1987-Q3",11.29655,
"IRL","INDPROD","TOT","IDX2015","Q","1987-Q4",11.11665,
"IRL","INDPROD","TOT","IDX2015","Q","1988-Q1",11.55891,
"IRL","INDPROD","TOT","IDX2015","Q","1988-Q2",11.79879,
"IRL","INDPROD","TOT","IDX2015","Q","1988-Q3",12.03866,
"IRL","INDPROD","TOT","IDX2015","Q","1988-Q4",12.58587,
"IRL","INDPROD","TOT","IDX2015","Q","1989-Q1",12.92319,
"IRL","INDPROD","TOT","IDX2015","Q","1989-Q2",13.26801,
"IRL","INDPROD","TOT","IDX2015","Q","1989-Q3",13.53787,
"IRL","INDPROD","TOT","IDX2015","Q","1989-Q4",13.81522,
"IRL","INDPROD","TOT","IDX2015","Q","1990-Q1",13.74647,
"IRL","INDPROD","TOT","IDX2015","Q","1990-Q2",13.78608,
"IRL","INDPROD","TOT","IDX2015","Q","1990-Q3",14.28127,
"IRL","INDPROD","TOT","IDX2015","Q","1990-Q4",14.24166,
"IRL","INDPROD","TOT","IDX2015","Q","1991-Q1",14.24166,
"IRL","INDPROD","TOT","IDX2015","Q","1991-Q2",14.24166,
"IRL","INDPROD","TOT","IDX2015","Q","1991-Q3",14.49916,
"IRL","INDPROD","TOT","IDX2015","Q","1991-Q4",14.95473,
"IRL","INDPROD","TOT","IDX2015","Q","1992-Q1",15.52915,
"IRL","INDPROD","TOT","IDX2015","Q","1992-Q2",15.54896,
"IRL","INDPROD","TOT","IDX2015","Q","1992-Q3",16.08376,
"IRL","INDPROD","TOT","IDX2015","Q","1992-Q4",16.08376,
"IRL","INDPROD","TOT","IDX2015","Q","1993-Q1",16.65818,
"IRL","INDPROD","TOT","IDX2015","Q","1993-Q2",16.49972,
"IRL","INDPROD","TOT","IDX2015","Q","1993-Q3",16.63838,
"IRL","INDPROD","TOT","IDX2015","Q","1993-Q4",16.91568,
"IRL","INDPROD","TOT","IDX2015","Q","1994-Q1",17.78722,
"IRL","INDPROD","TOT","IDX2015","Q","1994-Q2",18.59933,
"IRL","INDPROD","TOT","IDX2015","Q","1994-Q3",18.61913,
"IRL","INDPROD","TOT","IDX2015","Q","1994-Q4",19.68875,
"IRL","INDPROD","TOT","IDX2015","Q","1995-Q1",20.58009,
"IRL","INDPROD","TOT","IDX2015","Q","1995-Q2",21.76854,
"IRL","INDPROD","TOT","IDX2015","Q","1995-Q3",22.957,
"IRL","INDPROD","TOT","IDX2015","Q","1995-Q4",23.88795,
"IRL","INDPROD","TOT","IDX2015","Q","1996-Q1",23.35315,
"IRL","INDPROD","TOT","IDX2015","Q","1996-Q2",24.14545,
"IRL","INDPROD","TOT","IDX2015","Q","1996-Q3",23.68988,
"IRL","INDPROD","TOT","IDX2015","Q","1996-Q4",25.09622,
"IRL","INDPROD","TOT","IDX2015","Q","1997-Q1",26.76006,
"IRL","INDPROD","TOT","IDX2015","Q","1997-Q2",27.57217,
"IRL","INDPROD","TOT","IDX2015","Q","1997-Q3",29.03793,
"IRL","INDPROD","TOT","IDX2015","Q","1997-Q4",29.77081,
"IRL","INDPROD","TOT","IDX2015","Q","1998-Q1",32.64291,
"IRL","INDPROD","TOT","IDX2015","Q","1998-Q2",32.70233,
"IRL","INDPROD","TOT","IDX2015","Q","1998-Q3",34.98021,
"IRL","INDPROD","TOT","IDX2015","Q","1998-Q4",35.25751,
"IRL","INDPROD","TOT","IDX2015","Q","1999-Q1",37.23827,
"IRL","INDPROD","TOT","IDX2015","Q","1999-Q2",36.86193,
"IRL","INDPROD","TOT","IDX2015","Q","1999-Q3",39.89249,
"IRL","INDPROD","TOT","IDX2015","Q","1999-Q4",41.63556,
"IRL","INDPROD","TOT","IDX2015","Q","2000-Q1",39.19922,
"IRL","INDPROD","TOT","IDX2015","Q","2000-Q2",43.51728,
"IRL","INDPROD","TOT","IDX2015","Q","2000-Q3",45.47823,
"IRL","INDPROD","TOT","IDX2015","Q","2000-Q4",49.5784,
"IRL","INDPROD","TOT","IDX2015","Q","2001-Q1",51.49974,
"IRL","INDPROD","TOT","IDX2015","Q","2001-Q2",48.50879,
"IRL","INDPROD","TOT","IDX2015","Q","2001-Q3",48.48898,
"IRL","INDPROD","TOT","IDX2015","Q","2001-Q4",49.10302,
"IRL","INDPROD","TOT","IDX2015","Q","2002-Q1",53.2428,
"IRL","INDPROD","TOT","IDX2015","Q","2002-Q2",54.8076,
"IRL","INDPROD","TOT","IDX2015","Q","2002-Q3",53.73799,
"IRL","INDPROD","TOT","IDX2015","Q","2002-Q4",51.85627,
"IRL","INDPROD","TOT","IDX2015","Q","2003-Q1",54.35203,
"IRL","INDPROD","TOT","IDX2015","Q","2003-Q2",54.82741,
"IRL","INDPROD","TOT","IDX2015","Q","2003-Q3",56.55067,
"IRL","INDPROD","TOT","IDX2015","Q","2003-Q4",60.37354,
"IRL","INDPROD","TOT","IDX2015","Q","2004-Q1",56.68932,
"IRL","INDPROD","TOT","IDX2015","Q","2004-Q2",57.26374,
"IRL","INDPROD","TOT","IDX2015","Q","2004-Q3",57.24394,
"IRL","INDPROD","TOT","IDX2015","Q","2004-Q4",57.81836,
"IRL","INDPROD","TOT","IDX2015","Q","2005-Q1",57.9372,
"IRL","INDPROD","TOT","IDX2015","Q","2005-Q2",59.62085,
"IRL","INDPROD","TOT","IDX2015","Q","2005-Q3",58.90778,
"IRL","INDPROD","TOT","IDX2015","Q","2005-Q4",61.48276,
"IRL","INDPROD","TOT","IDX2015","Q","2006-Q1",58.92758,
"IRL","INDPROD","TOT","IDX2015","Q","2006-Q2",63.52294,
"IRL","INDPROD","TOT","IDX2015","Q","2006-Q3",61.8591,
"IRL","INDPROD","TOT","IDX2015","Q","2006-Q4",61.14603,
"IRL","INDPROD","TOT","IDX2015","Q","2007-Q1",64.37467,
"IRL","INDPROD","TOT","IDX2015","Q","2007-Q2",62.05718,
"IRL","INDPROD","TOT","IDX2015","Q","2007-Q3",64.49352,
"IRL","INDPROD","TOT","IDX2015","Q","2007-Q4",67.5835,
"IRL","INDPROD","TOT","IDX2015","Q","2008-Q1",63.4239,
"IRL","INDPROD","TOT","IDX2015","Q","2008-Q2",62.47314,
"IRL","INDPROD","TOT","IDX2015","Q","2008-Q3",63.44371,
"IRL","INDPROD","TOT","IDX2015","Q","2008-Q4",63.06737,
"IRL","INDPROD","TOT","IDX2015","Q","2009-Q1",62.77026,
"IRL","INDPROD","TOT","IDX2015","Q","2009-Q2",61.66103,
"IRL","INDPROD","TOT","IDX2015","Q","2009-Q3",58.27393,
"IRL","INDPROD","TOT","IDX2015","Q","2009-Q4",58.11547,
"IRL","INDPROD","TOT","IDX2015","Q","2010-Q1",64.14795,
"IRL","INDPROD","TOT","IDX2015","Q","2010-Q2",62.42501,
"IRL","INDPROD","TOT","IDX2015","Q","2010-Q3",62.25692,
"IRL","INDPROD","TOT","IDX2015","Q","2010-Q4",63.55963,
"IRL","INDPROD","TOT","IDX2015","Q","2011-Q1",62.69816,
"IRL","INDPROD","TOT","IDX2015","Q","2011-Q2",62.99232,
"IRL","INDPROD","TOT","IDX2015","Q","2011-Q3",62.69816,
"IRL","INDPROD","TOT","IDX2015","Q","2011-Q4",62.90828,
"IRL","INDPROD","TOT","IDX2015","Q","2012-Q1",62.61411,
"IRL","INDPROD","TOT","IDX2015","Q","2012-Q2",62.48804,
"IRL","INDPROD","TOT","IDX2015","Q","2012-Q3",61.10129,
"IRL","INDPROD","TOT","IDX2015","Q","2012-Q4",61.03825,
"IRL","INDPROD","TOT","IDX2015","Q","2013-Q1",59.79858,
"IRL","INDPROD","TOT","IDX2015","Q","2013-Q2",61.92073,
"IRL","INDPROD","TOT","IDX2015","Q","2013-Q3",60.30285,
"IRL","INDPROD","TOT","IDX2015","Q","2013-Q4",59.77757,
"IRL","INDPROD","TOT","IDX2015","Q","2014-Q1",68.16113,
"IRL","INDPROD","TOT","IDX2015","Q","2014-Q2",76.69178,
"IRL","INDPROD","TOT","IDX2015","Q","2014-Q3",73.20388,
"IRL","INDPROD","TOT","IDX2015","Q","2014-Q4",74.23344,
"IRL","INDPROD","TOT","IDX2015","Q","2015-Q1",99.5834,
"IRL","INDPROD","TOT","IDX2015","Q","2015-Q2",96.41727,
"IRL","INDPROD","TOT","IDX2015","Q","2015-Q3",102.3496,
"IRL","INDPROD","TOT","IDX2015","Q","2015-Q4",101.7497,
"IRL","INDPROD","TOT","IDX2015","Q","2016-Q1",105.5491,
"IRL","INDPROD","TOT","IDX2015","Q","2016-Q2",101.9497,
"IRL","INDPROD","TOT","IDX2015","Q","2016-Q3",99.08349,
"IRL","INDPROD","TOT","IDX2015","Q","2016-Q4",108.3819,
"IRL","INDPROD","TOT","IDX2015","Q","2017-Q1",99.01683,
"IRL","INDPROD","TOT","IDX2015","Q","2017-Q2",93.55107,
"IRL","INDPROD","TOT","IDX2015","Q","2017-Q3",96.91718,
"IRL","INDPROD","TOT","IDX2015","Q","2017-Q4",114.9475,
"IRL","INDPROD","TOT","IDX2015","Q","2018-Q1",92.68456,
"IRL","INDPROD","TOT","IDX2015","Q","2018-Q2",97.31712,
"IRL","INDPROD","TOT","IDX2015","Q","2018-Q3",96.75054,
"IRL","INDPROD","TOT","IDX2015","Q","2018-Q4",99.45009,
"IRL","INDPROD","TOT","IDX2015","Q","2019-Q1",99.11681,
"IRL","INDPROD","TOT","IDX2015","Q","2019-Q2",99.75004,
"IRL","INDPROD","TOT","IDX2015","Q","2019-Q3",104.0493,
"IRL","INDPROD","TOT","IDX2015","Q","2019-Q4",107.982,
"IRL","INDPROD","TOT","IDX2015","Q","2020-Q1",111.2148,
"IRL","INDPROD","TOT","IDX2015","Q","2020-Q2",110.5149,
"IRL","INDPROD","TOT","IDX2015","Q","2020-Q3",114.2143,
"IRL","INDPROD","TOT","IDX2015","Q","2020-Q4",141.843,
"IRL","INDPROD","TOT","IDX2015","Q","2021-Q1",155.9073,
"IRL","INDPROD","TOT","IDX2015","Q","2021-Q2",146.109,
"IRL","INDPROD","TOT","IDX2015","Q","2021-Q3",145.5424,
"IRL","INDPROD","TOT","IDX2015","Q","2021-Q4",115.6807,
"IRL","INDPROD","TOT","IDX2015","Q","2022-Q1",134.3109,
"IRL","INDPROD","TOT","IDX2015","Q","2022-Q2",139.2101,
"IRL","INDPROD","TOT","IDX2015","Q","2022-Q3",147.1088,
"ITA","INDPROD","TOT","IDX2015","Q","1959-Q4",32.14645,
"ITA","INDPROD","TOT","IDX2015","Q","1960-Q1",33.31899,
"ITA","INDPROD","TOT","IDX2015","Q","1960-Q2",34.58025,
"ITA","INDPROD","TOT","IDX2015","Q","1960-Q3",35.41053,
"ITA","INDPROD","TOT","IDX2015","Q","1960-Q4",35.42955,
"ITA","INDPROD","TOT","IDX2015","Q","1961-Q1",36.6211,
"ITA","INDPROD","TOT","IDX2015","Q","1961-Q2",37.69856,
"ITA","INDPROD","TOT","IDX2015","Q","1961-Q3",39.02321,
"ITA","INDPROD","TOT","IDX2015","Q","1961-Q4",40.48095,
"ITA","INDPROD","TOT","IDX2015","Q","1962-Q1",41.46968,
"ITA","INDPROD","TOT","IDX2015","Q","1962-Q2",41.55842,
"ITA","INDPROD","TOT","IDX2015","Q","1962-Q3",42.27461,
"ITA","INDPROD","TOT","IDX2015","Q","1962-Q4",43.32039,
"ITA","INDPROD","TOT","IDX2015","Q","1963-Q1",43.93518,
"ITA","INDPROD","TOT","IDX2015","Q","1963-Q2",45.74785,
"ITA","INDPROD","TOT","IDX2015","Q","1963-Q3",46.6225,
"ITA","INDPROD","TOT","IDX2015","Q","1963-Q4",47.21193,
"ITA","INDPROD","TOT","IDX2015","Q","1964-Q1",47.45278,
"ITA","INDPROD","TOT","IDX2015","Q","1964-Q2",46.37531,
"ITA","INDPROD","TOT","IDX2015","Q","1964-Q3",45.43095,
"ITA","INDPROD","TOT","IDX2015","Q","1964-Q4",46.22954,
"ITA","INDPROD","TOT","IDX2015","Q","1965-Q1",46.48306,
"ITA","INDPROD","TOT","IDX2015","Q","1965-Q2",48.12461,
"ITA","INDPROD","TOT","IDX2015","Q","1965-Q3",49.13235,
"ITA","INDPROD","TOT","IDX2015","Q","1965-Q4",50.33658,
"ITA","INDPROD","TOT","IDX2015","Q","1966-Q1",52.11986,
"ITA","INDPROD","TOT","IDX2015","Q","1966-Q2",53.18911,
"ITA","INDPROD","TOT","IDX2015","Q","1966-Q3",55.46409,
"ITA","INDPROD","TOT","IDX2015","Q","1966-Q4",55.98734,
"ITA","INDPROD","TOT","IDX2015","Q","1967-Q1",57.37507,
"ITA","INDPROD","TOT","IDX2015","Q","1967-Q2",58.39882,
"ITA","INDPROD","TOT","IDX2015","Q","1967-Q3",58.46706,
"ITA","INDPROD","TOT","IDX2015","Q","1967-Q4",59.24056,
"ITA","INDPROD","TOT","IDX2015","Q","1968-Q1",59.83205,
"ITA","INDPROD","TOT","IDX2015","Q","1968-Q2",61.37904,
"ITA","INDPROD","TOT","IDX2015","Q","1968-Q3",62.51653,
"ITA","INDPROD","TOT","IDX2015","Q","1968-Q4",63.51753,
"ITA","INDPROD","TOT","IDX2015","Q","1969-Q1",65.20101,
"ITA","INDPROD","TOT","IDX2015","Q","1969-Q2",66.02001,
"ITA","INDPROD","TOT","IDX2015","Q","1969-Q3",65.20101,
